name,age,position,ovr_rating,pot_rating
William Tiero,24,CAM,55,52
Jan Mucha,23,GK,55,52
JosÃ© Luis RodrÃ_guez,20,CDM,55,53
Edgar Eduardo Castillo,18,RB,55,54
Lee Vaughan,19,RB,55,52
Ladji Keita,22,CF,55,57
Ivan Gonzalez,18,ST,55,53
Dubi Tesevic,23,LM,55,54
Ruben Dario Larrosa,25,ST,55,55
Milan RaduloviÄ‡,24,CB,55,54
Marco Mallus,20,RB,55,57
Sosthene Yao,19,RWM,55,47
Josef Lastovka,23,RWB,55,52
Andrej Mijatovic,25,CB,55,51
Francesco Valiani,24,RWM,55,50
Emiliano Dei,34,GK,55,51
Alf Mintzel,23,LM,55,56
JÃ_rgen Rische,34,ST,55,54
Alexander Kunze,34,GK,55,55
Mohamed Louhkiar,21,LWM,55,47
Tiago Bernardi,25,CM,55,54
Ivica Zuljevic,25,RS,55,55
Helmut Prenner,26,CAM,55,52
Tom Parratt,19,LB,55,56
Clemens Ivanschitz,25,RS,55,49
Emiliano Viviano,19,GK,55,55
Christian Iannelli,19,LS,55,48
Sebastien Le Toux,21,CB,55,54
Hugo Lloris,18,GK,55,52
Lewis Edge,18,GK,55,52
Edward Malinga,25,LB,55,56
Thabang Stemmer,26,GK,55,48
Mamadou Diop,21,ST,55,54
Kenny Cutler,23,CM,55,55
Ivan Isakovic,23,CAM,55,51
Johan LÃ_ndin,31,RB,55,54
Charles Sampson,24,CM,55,52
Daniel Westlin,25,ST,55,54
Axel Bellinghausen,22,LM,55,59
Chris Turner,18,LB,55,57
John Wilson,27,LB,55,56
Nourredine Kacemi,27,RB,55,54
David Buchanan,19,CM,55,55
Yoo Suck Jung,27,GK,55,55
Yun Hwa Park,27,RWB,55,56
FernandÃ£o,32,CB,55,52
RafaÅ‚ Murawski,23,CM,55,50
Amaral,32,CDM,55,55
Mauro Monges,22,LM,55,58
Grzegorz Piechna,28,ST,55,55
Laurent Koscielny,19,CB,55,52
Gabor Vincze,29,CM,55,57
Craig Sives,19,CB,55,53
Easton Wilson,22,RM,55,57
Orlando Ramirez,22,ST,55,56
Eric Vasquez,22,CAM,55,55
Palencia,21,RWB,55,54
CobeÃ±o,23,GK,55,56
Charly,19,RM,55,56
Paul Martin,19,CM,55,50
Neil Ashton,20,CB,55,55
Damien Allen,19,CM,55,52
Ali Sami Yachir,20,CF,55,54
Ryan Peters,18,ST,55,54
Kelvin Wilson,19,CB,55,52
Tony Gallimore,33,LB,55,57
JosÃ© Aldo DÃ_az,24,GK,55,46
Tim Deasy,19,GK,55,55
Karl Vernon,21,CB,55,53
Klaudiusz ZÄ…becki,21,ST,55,55
Alfredo Cardinale,29,CM,55,51
Lee Molyneaux,22,CB,55,52
Youra Tawel Camara,22,CF,55,53
JesÃºs Palacios,22,RM,55,57
Alejandro Corona,29,CM,55,70
Ryan McStay,19,CM,55,56
Vagner Gomes,25,CAM,55,53
Jesus Gamez,20,RB,55,57
Kim Bentsen,18,CAM,55,54
Stefano De Angelis,31,LB,55,55
Jochen Janssen,29,ST,55,54
Francisco Bravo,27,CF,55,51
Taifur Diane,32,CF,55,56
Carlocho,23,RWB,55,55
Marcel Rozgonyi,29,CB,55,52
Marco Padalino,21,CDM,55,54
Magnus KÃ_llander,36,CM,55,56
Ã“scar Emilio Rojas,26,CAM,55,51
Gaetano Giallanza,31,ST,55,54
JosÃ© Said GodÃ_nez,30,LM,55,60
Flavio Davino,31,CM,55,74
Danilo Arrieta,18,CAM,55,50
Poul Obiefule,19,CM,55,55
Marcin Bednarek,25,LM,55,53
Yunlong Xu,26,RB,55,56
BenoÃ®t Costil,18,GK,55,52
Angelo Rea,23,CB,55,50
Stefano Mondini,18,CM,55,54
Rodrigues Gelson,23,ST,55,52
Christopher Reinhard,20,LB,55,56
Laurent Ciman,20,CDM,55,53
Vincenzo Sommese,29,LWM,55,53
Wade Small,21,CM,55,51
Piotr Giza,25,CM,55,57
Christian Valdez,21,CM,55,56
Daniel Alexandersson,28,ST,55,53
FranÃ§ois Masson,25,CAM,55,52
Wouter Gudde,21,CB,55,54
Richard Evans,22,LWM,55,48
Juan Carlos Medina,22,LWB,55,52
Carlos Humberto GonzÃ¡lez,28,CB,55,69
Edgar Solano,26,CB,55,71
Jonathan Brain,22,GK,55,51
Brian Close,23,RB,55,52
Paulo Sousa,24,CDM,55,56
Martin Scott,19,CM,55,55
Andy Dorman,23,CDM,55,52
PaweÅ‚ KrÃ_l,17,LB,55,54
Piotr Gajewski,24,ST,55,53
Bartosz Fabiniak,22,GK,55,50
Marcin DudziÅ„ski,28,ST,55,54
William Souza,22,ST,55,57
Leon Jessen,19,LM,55,54
Sang Chul Park,21,GK,55,54
Daniele Balli,37,GK,55,56
Robert Jones,25,CB,55,49
Krzysztof Kazimierczak,24,CB,55,53
Giuseppe Pagana,28,LF,55,58
Matthew Pickens,23,GK,55,59
HervÃ© Guy,21,ST,55,56
Wolfgang Mair,25,RF,55,69
AndrÃ©-Pierre Gignac,20,ST,55,55
Andrzej Bledzewski,28,GK,55,54
Janusz Dziedzic,25,ST,55,54
Dariusz Patalan,27,ST,55,55
Witold Cichy,19,RB,55,53
David Wagenfuhr,23,LB,55,57
Craig Dove,22,CM,55,54
Craig Bentham,20,RB,55,53
Will Antwi,22,ST,55,54
Gary Elphick,19,CB,55,54
Dale Tonge,20,CM,55,50
Rocky Peeters,26,CDM,55,55
Theo GrÃ_ner,28,CM,55,52
Mads Beierholm,20,CAM,55,54
Stijn Meert,27,LM,55,56
Lasse Holmgaard,24,CDM,55,48
Jens Berthel Askou,23,CB,55,51
Kenneth Merrild,25,GK,55,45
Kevin Miller,36,GK,55,57
Paul Carden,26,CM,55,54
Lee Pluck,23,RB,55,55
Charlie Griffin,26,ST,55,53
Sam Aiston,28,LM,55,54
Wilfried Niflore,24,ST,55,52
Jurgen Wevers,26,GK,55,53
Mark Looms,23,LB,55,52
Zamorano,23,RWM,55,54
SÅ‚awomir Peszko,20,RM,55,55
Mariusz Mowlik,24,SW,55,53
Marcin Bojarski,27,RM,55,58
Marcos,29,GK,55,51
Marco,27,GK,55,50
Marcos,21,CDM,55,55
Curro Vacas,25,CM,55,56
Ibon,21,CM,55,54
Capi,21,CDM,55,56
AdriÃ¡n MartÃ_n,22,CM,55,56
Mustafa Sejmenovic,19,RM,55,54
HÃ_seyin Ã‡imsir,26,CDM,55,58
Hans Somers,27,CM,55,56
Ezequiel Luis MedrÃ¡n,24,GK,55,66
Bruno Ribeiro,29,LM,55,53
Almir Tanjic,22,CM,55,53
Dusan SninskÃ_,28,CM,55,53
Lado,23,ST,55,57
John O'Neil,34,CM,55,59
Damiano Ferronetti,20,LB,55,56
Stuart Williams,25,CM,55,51
Jake Buxton,25,CB,55,53
Aldo JesÃºs De Nigris,22,ST,55,69
Jose Clayton,31,LB,55,56
George Pilkington,23,CB,55,52
Marcel Seip,21,RB,55,59
Jon Paul McGovern,25,RM,55,55
Wesley Daly,21,RM,55,54
Gareth Davies,22,CDM,55,52
Kevin Foley,20,RB,55,60
Andy Holdsworth,21,CM,55,51
Luis Ernesto Michel,26,GK,55,63
Andrew Nicholas,21,LB,55,55
Flavio Agosti,28,GK,55,52
Miguel Garcia,22,RB,55,61
Matteo Contini,25,LB,55,55
Marco Pecorari,27,SW,55,58
Dean Lewington,21,LB,55,58
Paco Esteban,24,ST,55,55
Lubos Reiter,30,CF,55,66
Tom Zoontjes,20,CB,55,53
Sousa,27,RB,55,56
Scott Morrison,21,LB,55,57
MickaÃ«l ChrÃ©tien,21,RWB,55,57
Ivan Tisci,31,CAM,55,51
Necat AygÃ_n,25,CB,55,51
Martin Fischer,35,GK,55,48
Alessandro Gazzi,22,CDM,55,55
David Sauget,25,LWB,55,52
Henrik Eggerts,28,LM,55,58
Francesco Galeoto,33,RB,55,57
Paolo Bianco,28,CB,55,55
Franco Brienza,26,RM,55,69
Raymond Fafiani,21,LM,55,58
Seong Hwan Byun,25,CB,55,52
Ronaldo Vanin,22,CM,55,54
Krzysztof PrzytuÅ‚a,26,CDM,55,55
Lee Beevers,21,RB,55,56
Castanheira,27,CM,55,58
Daniele Amerini,33,RM,55,53
Olivier Douchez,25,GK,55,61
Olivier Blondel,26,GK,55,52
Christophe Aubanel,28,ST,55,53
RaÃºl MartÃ_n,26,CM,55,55
Samuel,26,CM,55,64
Cobas,28,CDM,55,56
Francesco Modesto,23,LWB,55,57
Carlos,25,RM,55,56
Brian McGlinchey,27,LB,55,60
Abel GÃ_mez,23,CM,55,55
Simon Ramsden,23,RWB,55,58
Escoda,33,LM,55,56
Manolo,24,RB,55,56
Pascal GrÃ_nwald,22,GK,55,53
Mario Bolter,21,CM,55,52
MickaÃ«l Tacalfred,24,RB,55,56
Igor GoÅ‚aszewski,37,RB,55,59
Zbigniew Grzybowski,29,ST,55,56
Charley Hearn,21,CM,55,56
Craig Woodman,22,LB,55,54
Olivier Caillas,27,LM,55,55
Clint Easton,27,LB,55,56
Moncef Zerka,23,RM,55,54
Kevin Amankwaah,23,RB,55,54
Peter Beadle,33,ST,55,50
Diego Walsh,25,RM,55,57
Richie Barker,30,CF,55,55
John McDermott,36,RB,55,57
Grant Smith,25,LM,55,53
Nelson Akwari,23,CB,55,52
Chris Hope,32,CB,55,52
Adam Hinshelwood,21,CB,55,51
Paul Scott,25,LM,55,53
Chiquinho,31,RM,55,59
Philip Salyer,23,RB,55,57
Matt Behncke,25,CB,55,52
Kevin Cooper,30,LM,55,54
Jacob Poulsen,22,RM,55,55
Jean-Jacques Domoraud,24,RB,55,53
Magnus Andersson,24,ST,55,55
Thomas Pichlmann,24,ST,55,54
Flavio Schmid,25,LB,55,53
Brian Namoff,26,CB,55,53
Lukas Schenkel,21,CB,55,51
Allan Olesen,23,RB,55,55
Alexander HÃ¶rtnagl,24,CM,55,56
Joachim Standfest,25,RM,55,52
Pablo Lago,30,CAM,55,54
Thomas Manfredini,25,RB,55,53
VÃ_ctor Salas,25,CDM,55,57
Urmas Rooba,27,LB,55,57
Jim Paterson,25,LWM,55,66
Peter Olofsson,29,LM,55,51
Pierre Njanka Beyaka,30,CDM,55,48
Jesper Ljung,31,RM,55,56
PaÃ_to,23,LB,55,63
Graeme Lee,27,CB,55,51
Mark Robinson,24,LB,55,57
Alan Fettis,34,GK,55,52
Chris Brandon,29,LM,55,51
Ian Baraclough,34,LB,55,56
Christopher Billy,32,CDM,55,53
Jo Kuffour,23,ST,55,53
Olivier Besengez,33,RB,55,53
Andy Edwards,33,CB,55,50
Kaspar Dalgas,29,CF,55,54
Sjaak Polak,29,LWB,55,61
Adam Fry,20,RM,55,53
Christophe Martin,30,GK,55,53
Bruno Sutter,28,CM,55,54
John Hardiker,23,CB,55,52
Andrew Warrington,29,GK,55,55
Paul Ellender,31,CB,55,52
Peter Keen,28,GK,55,50
Matthew Bloomer,26,CB,55,51
Mark Greaves,30,CB,55,53
Tom Evans,28,GK,55,55
Lee Mansell,22,CM,55,52
FrÃ©dÃ©ric Page,26,RB,55,56
Unanua,36,GK,55,58
Niquinha,33,CAM,55,57
Gustavo Manduca,25,CF,55,57
Ricardo,31,CAM,55,52
Carsten Fredgaard,29,LM,55,55
Thomas Andie,33,RB,55,58
Diego De Ascentis,29,CM,55,55
Graham Stack,23,GK,55,50
FrÃ©dÃ©ric Roux,32,GK,55,59
Niklas Skoog,31,CF,55,57
Jorge AcuÃ±a,27,CM,55,55
Alessandro Mazzola,36,LM,55,53
Lee Crooks,27,CDM,55,50
Ulf Hollsten,34,LB,55,58
Ashley Nicholls,23,RM,55,55
Colin Meldrum,29,GK,55,50
Michael Simpson,31,CDM,55,54
Roberto Cardinale,24,LB,54,53
Valdir,21,LB,54,56
Calvin Andrew,18,ST,54,54
AntÃ_nio Franja,27,ST,54,54
Marcelo Alatorre,20,RWB,54,54
Rogelio ChÃ¡vez,20,RM,54,62
Juan Pablo Garat,22,RB,54,53
Tenema N'Diaye,24,ST,54,54
Julien Deletraz,19,LB,54,53
Secreto,23,CB,54,53
Krzysztof Nykiel,23,CB,54,52
Antoine Devaux,20,CM,54,55
Maxime Baca,22,CB,54,52
Jeppe Curth,21,CF,54,54
Oliver StÃ¶ckli,28,GK,54,55
Vladimir Tanurcov,27,ST,54,55
Ivano Trotta,27,RWM,54,49
BjÃ¶rn Weikl,28,RM,54,52
Manuel Wolff,22,GK,54,49
Pedro HernÃ¡ndez,24,GK,54,55
Abdelhakim Laref,20,ST,54,53
David Johansson,23,RWB,54,55
Cephas Chimedza,20,CM,54,55
Man,24,CM,54,52
Elliot Grandin,17,ST,54,54
Paulo Jorge,24,RWM,54,49
Angelo Vega,20,CM,54,52
Stefano Garzon,23,RM,54,52
Mehdi Kacem,19,CM,54,52
Dame TraorÃ©,19,CB,54,51
Oliver Fink,23,CM,54,55
Patric Junerud,20,CB,54,47
Jamie Guy,18,ST,54,53
James Barrow,17,CM,54,52
Dong Kyun Yeum,21,GK,54,53
Jakub Tosik,18,CAM,54,52
Marcelo Guerrero,22,RS,54,60
Krzysztof Sobieraj,23,CDM,54,50
Bradie Clarke,19,GK,54,55
Paul Burton,19,CM,54,52
James Riley,22,RM,54,55
Mirko Pieri,26,CDM,54,54
Graziano PellÃ©,20,ST,54,57
BabÃ_,24,CAM,54,51
Paul Cattier,19,GK,54,52
Dino Seremet,25,GK,54,55
Adam Smith,23,ST,54,55
Darren Hawkins,21,CM,54,53
JoÃ£o Cordeiro,21,CB,54,52
Michele Canini,20,LB,54,55
BenoÃ®t Angbwa,23,RB,54,53
Shane McFaul,19,CM,54,54
Lesly Malouda,21,CM,54,53
Biel,19,GK,54,70
Aaron Downes,20,CB,54,54
John Halls,23,RM,54,53
Neil Morgan,20,CM,54,53
FÃ¡bio JanuÃ¡rio,25,ST,54,53
PrzemysÅ‚aw ÅÅudziÅ„ski,22,CM,54,55
Marcin Kikut,22,CM,54,53
Ajilore Oluwafemi,20,CM,54,53
Luke Chambers,19,CB,54,53
Ondrej Herzan,24,CM,54,57
Usero,25,CM,54,54
Povedano,26,CB,54,54
Victor Hugo Montano,21,ST,54,53
Yacine Hima,21,CM,54,53
Johan Hartock,18,GK,54,58
Damien Delaney,24,LB,54,53
Amaral,27,RB,54,56
San Lee,19,ST,54,53
Roberto Breda,35,CM,54,57
Jean-Baptiste Daguet,25,GK,54,54
Alexandre,31,CAM,54,50
Andrea Suriano,29,RB,54,50
Nicolas Aubriot,20,LB,54,53
Juan Carlos LeaÃ±o,27,CB,54,55
Juan Antonio Huerta,30,LB,54,53
William Kvist,20,CM,54,49
Antonio Palo,26,CB,54,51
Bruce Pungu Dombolo,20,CM,54,52
Florent Marty,21,RWM,54,46
Kevin Sandwith,27,LB,54,56
HÃ©ctor GimÃ©nez,30,ST,54,53
Ramiro BriseÃ±o,33,LB,54,51
Fausto Pinto,22,LB,54,67
Rodri,29,LM,54,57
Abel Thermeus,22,ST,54,53
Jonathan Worthington,22,CAM,54,57
Miguel Comminges,23,RB,54,53
Miguel Acosta,29,CB,54,51
Marco Antonio Parra,20,CF,54,67
Jaime DurÃ¡n,23,LB,54,50
David Rangel,35,CDM,54,60
Graeme Smith,22,GK,54,52
Seth Stammler,23,CB,54,54
Robert KÅ‚os,23,LB,54,53
RafaÅ‚ Andraszak,28,RS,54,55
Ju Wan Hong,26,CDM,54,51
Jacek Kuranty,27,CM,54,53
Bartosz Hinc,28,RM,54,54
Jacek Popek,27,LB,54,52
Piotr Bronowicki,23,CB,54,56
David Testo,24,ST,54,52
Stephen Herdsman,29,RB,54,57
Matthew Villis,21,CB,54,53
George Elokobi,19,CB,54,52
Herwig Drechsel,31,CAM,54,51
Harald Schroll,32,CM,54,53
Nathan D'Haemers,27,RM,54,56
Jurgen Sierens,29,GK,54,49
James Lahousse,22,SW,54,57
Michael A. Ribers,24,CB,54,49
Christopher Poulsen,23,LM,54,53
Kolja Afriyie,23,RB,54,56
Mikkel Blavnsfeldt,25,CDM,54,43
Martin Halle,23,LB,54,52
Josh Gowling,20,CB,54,54
Mark Bentley,27,CAM,54,52
Ben Davies,24,RM,54,59
Fredrik SvanbÃ_ck,26,LS,54,58
Tuomas Aho,24,CB,54,52
Dudley Campbell,23,ST,54,56
Ross Stevens,38,LWM,54,50
Romain Salin,21,GK,54,47
Olalekan Babatunde,20,CF,54,54
Michele Fini,31,RWM,54,53
Charlie van der Ouweland,23,RM,54,52
Darl Douglas,26,RWM,54,51
Tomasz Prasnal,27,LM,54,57
Grzegorz Bronowicki,25,CM,54,53
Tom HÃ¸gli,21,LB,54,56
Damian Nawrocik,25,ST,54,50
Chainho,31,CM,54,49
Juanito,25,RM,54,55
Moises,25,CF,54,55
Francis,23,RM,54,56
Boyd Mwila,21,CF,54,56
Mounir El Haimour,24,LB,54,53
Daniel Emanuel LudueÃ±a,23,LM,54,73
Stewart Drummond,29,RM,54,56
Steffen Ernemann,23,LM,54,54
Nandinho,29,LB,54,57
Konstantinos Chalkias,31,GK,54,66
Petr Vorisek,26,CAM,54,60
Dragan Å arac,29,LM,54,56
Paul Simpson,25,CM,54,52
Dean Hankey,25,CB,54,50
Luke Dimech,28,CB,54,51
Alex Baptiste,23,CB,54,51
Juan Carlos Cacho,23,ST,54,68
Frank Boeckx,18,GK,54,55
Boy Boy Mosia,20,LM,54,58
Michael Modubi,20,CDM,54,57
Federico Marchetti,22,GK,54,57
Yeong Cheol Kim,29,CB,54,49
Borut Semler,20,ST,54,58
Samir Bertin D'Avesnes,19,ST,54,53
ÃÅlvaro OrtÃ_z,27,CM,54,62
Musa,26,CB,54,52
Chris Shuker,23,CAM,54,53
Arturo Torres,24,ST,54,55
Echendu Adiele,26,CB,54,52
Melvin Fleur,23,LWB,54,57
Rocco Sabato,23,CB,54,49
Marcello Cottafava,27,RB,54,55
Mirco Poloni,30,CM,54,53
Paul Broome,29,LM,54,54
Martin Pedersen,21,LB,54,52
Thomas Lechner,19,RB,54,53
Heinz Lienhart,26,GK,54,54
Arjan Christianen,22,GK,54,57
Juha Reini,30,RWB,54,61
Benedict Akwuegbu,30,ST,54,56
Atiba Hutchinson,23,CM,54,58
Hugo Armando Campagnaro,25,ST,54,52
Paolo Codognola,24,GK,54,59
Tamandani Nsaliwa,23,RM,54,54
Jason Price,28,RM,54,55
Zvetomir Tchipev,28,CM,54,57
Guillaume Benon,30,CB,54,54
JÃ©rÃ´me Hiaumet,26,GK,54,56
Pierre-Emmanuel Bourdeau,30,RB,54,66
Olivier Sorin,24,GK,54,56
Gerardo,23,LM,54,55
Luigi Martinelli,35,CB,54,53
Moreno,30,CM,54,57
FrÃ©dÃ©ric Fouret,30,ST,54,54
PathÃ© Bangoura,21,ST,54,53
Benjamin SchÃ_ÃŸler,24,CM,54,56
David Beresford,28,LWM,54,47
Richard Kell,25,CDM,54,50
Steve Adams,24,CDM,54,47
Luis Gil,29,LM,54,56
SÅ‚awomir Jarczyk,25,RWB,54,57
Roland Edge,26,LB,54,55
Danny Fuchs,29,LF,54,53
Joe Burnell,23,CM,54,49
Bjarni Gudjonsson,26,RM,54,59
David Artell,29,CB,54,50
Gavin Strachan,26,CAM,54,54
Steve Yates,35,CB,54,51
Rob Kozluk,28,RWB,54,56
Paul Hurst,30,LB,54,55
Ben Burgess,23,ST,54,53
Eddy Putter,23,ST,54,55
Chris Palmer,21,LB,54,51
Adam Murray,24,CAM,54,52
GrÃ©gory Lacombe,23,CM,54,54
Arnal,25,RF,54,54
Henrik Hansen,26,CM,54,54
Warren Cummings,24,LWB,54,58
Harlington Shereni,30,CM,54,51
Rubens Pasino,34,CAM,54,52
Martin Heinze,22,RM,54,56
Hjalmar Jonsson,25,LB,54,59
Olivier Auriac,21,CDM,54,53
Adrian Moser,21,ST,54,52
Henrik RydstrÃ¶m,29,CDM,54,53
Daniel Forsell,23,LB,54,58
Antonio Bocchetti,25,LB,54,54
Seth Trembly,23,CAM,54,58
Niklas Kaldner,31,RB,54,56
Niclas Rasck,36,RWB,54,56
Steve Rowland,21,CB,54,50
Mark Tinkler,30,CM,54,50
Tesfaye Bramble,25,RWM,54,46
Steve Roberts,25,CB,54,51
Joe Keith,26,LM,54,57
Chris Armstrong,23,LB,54,53
Danny Boshell,24,CAM,54,59
Andy Gurney,31,RB,54,55
Matthew Hewlett,29,CAM,54,53
Pascal Oppliger,25,CDM,54,53
JÃ_hann Gudmundsson,27,RM,54,56
Roy McBain,30,CDM,54,56
Jamie McClen,26,LB,54,53
Michael McIndoe,25,LM,54,56
Trevor Challis,29,LB,54,54
Gary Alexander,26,ST,54,54
Terry Barwick,22,CM,54,53
Nathan Stanton,24,RB,54,55
Ferreira,26,CF,54,50
FrÃ©dÃ©ric NÃ©e,30,ST,54,54
Morten Bisgaard,31,RM,54,57
Ruben Bagger,33,CF,54,54
Jamie Langfield,25,GK,54,54
AdaÃ_lton,28,ST,54,56
Alessandro Conticchio,31,RM,54,58
Kevin Ellison,26,ST,54,54
Austin McCann,25,LB,54,55
Efe Sodje,32,CB,54,52
Wesnalton,28,LWB,53,52
Claudinei Reis Igor Souza,26,RWM,53,49
Pierre Henri Lamy,18,CB,53,51
Luca Ceccarelli,23,CM,53,52
Marco Pinto,17,GK,53,55
Hector Gustavo Giraudo,21,CB,53,53
Romano Perticone,19,RB,53,56
Price Jolibois,24,CB,53,55
Tomasz Albingier,23,ST,53,54
Nilson,29,GK,53,50
Sebastian Schuppan,19,LM,53,53
Sergio GermÃ¡n SÃ¡nchez,32,ST,53,52
Michael N'Dri,20,ST,53,52
Boris Ponge,20,CB,53,51
Gary Coulibaly,19,CM,53,48
Oscar Rubio,21,CM,53,52
GrÃ©gory Cerdan,23,CB,53,49
Oziel,21,LWB,53,57
Fabien Lamatina,20,CM,53,51
Sean Paterson,19,CM,53,51
Onyekachi Okonkwo,23,CDM,53,56
Leslie Fitzpatrick,26,CDM,53,57
Martin SundstrÃ¶m,19,GK,53,49
Mattias Hugosson,31,GK,53,50
Dean Coleman,19,GK,53,49
Pa Saiko Kujabi,18,LWB,53,50
Kaizer Motaung Jr,24,ST,53,54
Cyril Nzama,31,RB,53,52
Janos Kovacs,19,CB,53,57
Dawid Topolski,21,LWM,53,47
Sandro,19,LWB,53,50
Grzegorz Bonin,21,RM,53,54
RadosÅ‚aw Bartoszewicz,22,CDM,53,49
ÅÅukasz Kowalski,24,RB,53,53
MichaÅ‚ Chamera,23,GK,53,53
Fabien Camus,20,CDM,53,53
Mark Schulte,27,RB,53,53
Sebastian Freis,20,ST,53,53
Kamil KrÃ_l,18,CF,53,51
Thomas Kristensen,22,CM,53,52
Jay Nolly,23,GK,53,52
Luke Kreamalmeyer,22,CAM,53,51
Dan Gargan,23,CB,53,53
Aaron Pitchkolan,22,CM,53,52
Esteban Arias,22,CB,53,51
Nikolas Besagno,16,CDM,53,55
Nassim Mendil,26,RS,53,53
Filippo Antonelli Agomeri,27,CAM,53,53
Emiliano Testini,28,RS,53,55
Maceo Rigters,21,LS,53,49
Steven Jennings,20,RM,53,53
Dawid SoÅ‚decki,18,CM,53,52
James Coutts,18,CM,53,50
Oguzhan TÃ_rk,19,CM,53,52
Edwin Borboa,22,ST,53,61
Andrea Consigli,18,GK,53,53
Scott Boyd,19,CB,53,53
Wesley,24,CM,53,55
Rolando,19,CB,53,53
Bruno Tiago,21,LM,53,51
Miguel Fidalgo,23,LWM,53,53
Simon Rayner,22,GK,53,53
Tim Velten,19,RS,53,50
Adrian Mierzejewski,18,CM,53,53
DidiÃ¨ Angan,30,RWB,53,54
Edgar Anthony Alvarez Reyes,25,RM,53,67
Wojciech OkiÅ„czyc,19,CF,53,51
Jimmy Tamandi,25,RWB,53,53
Allmir Ademi,20,RS,53,53
Julien Daniel,20,CF,53,53
Andy Wilkinson,21,RB,53,53
Braulio GodÃ_nez,21,CB,53,58
Giovanni Paschetta,30,RWB,53,52
Miguel Andony HernÃ¡ndez,24,RM,53,51
David Edwards,19,CM,53,53
Rony Baynon,18,CF,53,53
MokÃ© Diarra,21,CM,53,50
CÃ©sar Luis Gradito,26,CM,53,52
Mark E'Beyer,20,CM,53,52
Simon Nagel,20,CAM,53,49
Ivan Piccoli,24,CAM,53,51
Massimiliano Cappellini,34,ST,53,50
GÃ©rald Forschelet,23,CM,53,51
Rob Ullathorne,33,LB,53,54
Benjamin Siegert,24,RB,53,55
Ryan France,24,RM,53,54
Tobias Eriksson,20,RM,53,54
AndrÃ© Titi Buengo,25,CF,53,62
Maarten Martens,21,CM,53,52
Juan Carlos Arellano,23,LB,53,65
Ernie Cooksey,25,CM,53,47
Guillaume Hoarau,21,ST,53,54
Halim Medaci,22,CB,53,46
Miguel de JesÃºs Fuentes,33,GK,53,49
Mohamed Jedidi,26,RM,53,57
Sebastiaan Pot,22,CB,53,53
Toni Koskela,22,RM,53,53
Craig Wilson,19,CF,53,49
Mark Volders,28,GK,53,51
Mads Frost,22,CAM,53,49
Arkadiusz Bilski,32,CF,53,54
Will Hesmer,23,GK,53,50
Philip Gulliver,22,CB,53,54
Leon Constantine,27,ST,53,53
Milan Rasinger,28,CAM,53,52
JÃ_rgen Patocka,28,SW,53,52
Dursun Karatay,20,RWM,53,49
Nicolai Wael,33,ST,53,51
Henrik JÃ¸rgensen,26,CB,53,48
Steve BarbÃ©,26,CM,53,54
Jo Vermast,23,LWM,53,51
Dennis Bo Mortensen,24,CF,53,52
Kasper Klausen,22,CF,53,50
Kenneth Fabricius,23,CF,53,52
Martin Vingaard,20,CM,53,50
Robert Paul,20,LB,53,55
Marcin Mieciel,29,ST,53,54
Giannis Skopelitis,27,CDM,53,49
Thijs Sluijter,25,LWM,53,47
Michael van der Heijden,23,CM,53,51
Sebastian GorzÄ…d,29,LM,53,54
Grzegorz Szamotulski,29,GK,53,54
Diego Castro,23,ST,53,54
VÃ_ctor Blanco,21,CM,53,54
Jorge RodrÃ_guez,25,CB,53,54
J. MuÃ±oz,23,GK,53,48
Castell,24,CM,53,55
Diego Carrillo,22,RM,53,55
Juanma Cruz,28,RM,53,54
Bruno Saltor,24,RM,53,52
Fernando,24,ST,53,57
Nicola Noseda,22,CB,53,49
Daniel Stucki,23,LB,53,51
Robin Ganemyr,22,CAM,53,54
Martin Lengen,31,LB,53,51
Bello Amigo,26,GK,53,52
ÃÅngelo,22,CDM,53,52
Alexander Gruber,30,CM,53,49
Rhian Dodds,23,CAM,53,60
Cliff Byrne,30,CB,53,52
Danny Williams,25,CM,53,52
Riccardo Bonetto,26,CM,53,58
Rogelio RodrÃ_guez,29,GK,53,72
Neal Ardley,32,RM,53,54
Emmanuel GonzÃ¡lez,32,GK,53,71
Alan Connell,22,ST,53,53
Marcus Browning,34,CM,53,49
Alan O'Hare,23,LB,53,52
Simon Whaley,20,CM,53,53
Miguel Sabah,25,ST,53,65
Diego Ordaz,21,CB,53,62
Marc Pfertzel,24,RM,53,60
Lorenzo Rossetti,25,LM,53,52
Michele Ferri,24,LB,53,57
Pietro Accardi,22,LB,53,59
Daniel Nardiello,22,ST,53,55
David Pipe,21,RM,53,51
Byron Foss,25,GK,53,54
Pierre Bouysse,22,GK,53,52
Carmine Coppola,26,RM,53,64
Simone Bonomi,24,LB,53,54
Domenico GiampÃ¡,28,CM,53,62
Eldridge Rojer,21,ST,53,54
Stijn Schaars,21,CM,53,56
Tonny Nielsen,21,GK,53,54
Sang Rok Kim,26,CAM,53,49
Jong Bum Choi,27,RM,53,53
Joel Griffiths,26,RM,53,58
Anders Lindegaard,21,GK,53,47
Stefano Seedorf,23,RM,53,57
Yilmaz Ã–rtÃ_lÃ_,25,RF,53,54
Mahir Saglik,22,ST,53,52
Francesco Lodi,21,CAM,53,71
Mathias FlorÃ©n,29,LB,53,59
Philipp Haastrup,23,CB,53,52
Vincent Boulanger,31,CAM,53,51
Lee Hodges,31,LM,53,55
